File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF318SDF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF883CRS/, /files/ENCFF946SYP/, /files/ENCFF001TDO/, /files/ENCFF493YRO/	56542	ENCODE Processing Pipeline	a99c9330c815a30deec33b4d13251ca2		https://www.encodeproject.org/files/ENCFF318SDF/@@download/ENCFF318SDF.bed.gz				released	s3://encode-public/2017/12/08/1b3e9cd0-f8a8-4c57-b88e-2118cf8c0c5d/ENCFF318SDF.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF493YRO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF356DXM/, /files/ENCFF503ZQQ/	3734763	ENCODE Processing Pipeline	1bf74b6f5643a0762889de42c7498a65		https://www.encodeproject.org/files/ENCFF493YRO/@@download/ENCFF493YRO.bed.gz				released	s3://encode-public/2017/12/08/976f19a8-d025-4813-98d6-bbd86c7fb8a8/ENCFF493YRO.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF198GZP	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF883CRS/, /files/ENCFF946SYP/, /files/ENCFF001TDO/, /files/ENCFF493YRO/	50431	ENCODE Processing Pipeline	a108f40ec14e2e509b40756808063103		https://www.encodeproject.org/files/ENCFF198GZP/@@download/ENCFF198GZP.bed.gz				released	s3://encode-public/2017/12/08/7a6b94e3-ee9d-4e96-9a92-66d3ee655b8f/ENCFF198GZP.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF903OYT	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF560EQC/, /files/ENCFF678FKY/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/	53082	ENCODE Processing Pipeline	8c63c6e0a82046290a43f75094fc39e3		https://www.encodeproject.org/files/ENCFF903OYT/@@download/ENCFF903OYT.bed.gz				released	s3://encode-public/2020/12/27/4f81128f-8aef-4f94-9341-38d824e2c602/ENCFF903OYT.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF384KWP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF560EQC/, /files/ENCFF678FKY/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/	59558	ENCODE Processing Pipeline	0387d9d40cb1b44c5022b34b051fda16		https://www.encodeproject.org/files/ENCFF384KWP/@@download/ENCFF384KWP.bed.gz				released	s3://encode-public/2020/12/27/08fc257d-2067-4c6a-9313-3229dd9cc198/ENCFF384KWP.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF209KZV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF560EQC/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/	50534	ENCODE Processing Pipeline	de0be90f5d5b0f9e6bf57573a22a23b0		https://www.encodeproject.org/files/ENCFF209KZV/@@download/ENCFF209KZV.bed.gz				released	s3://encode-public/2020/12/27/abd9c65e-e31e-49a8-a1dd-fd6819b068e6/ENCFF209KZV.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF897DTI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF678FKY/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/	39935	ENCODE Processing Pipeline	ad0c1dcf873dd6e92b3f827bb51166cd		https://www.encodeproject.org/files/ENCFF897DTI/@@download/ENCFF897DTI.bed.gz				released	s3://encode-public/2020/12/27/cfdbe401-6638-4c9e-9cc3-7686d7299261/ENCFF897DTI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF002CIR	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BQU	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE		see document											118301	ENCODE Consortium Analysis Working Group	66a01dd4dd761a453e0df773d22543f7		https://www.encodeproject.org/files/ENCFF002CIR/@@download/ENCFF002CIR.bed.gz				archived	s3://encode-public/2014/06/06/143cb865-05d4-4ea6-8157-f6d22c4b532a/ENCFF002CIR.narrowPeak.gz	Lab custom hg19	archived	inconsistent platforms, low read length		
ENCFF753UWI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQU	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE		see document		2	2_1							/files/ENCFF855LUO/, /files/ENCFF618AQB/, /files/ENCFF356LFX/, /files/ENCFF043SXN/	81748	ENCODE Processing Pipeline	e85288dff7ba64b0c76ea7fa6e02e687		https://www.encodeproject.org/files/ENCFF753UWI/@@download/ENCFF753UWI.bed.gz				released	s3://encode-public/2021/01/02/5cd307f9-89a9-4cc0-9075-07729be1d708/ENCFF753UWI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF343UWR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQU	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE		see document		1	1_1							/files/ENCFF618AQB/, /files/ENCFF770XTV/, /files/ENCFF356LFX/, /files/ENCFF855LUO/	88739	ENCODE Processing Pipeline	a0cee405af5c609b4ad9030992d382b1		https://www.encodeproject.org/files/ENCFF343UWR/@@download/ENCFF343UWR.bed.gz				released	s3://encode-public/2021/01/02/1b81cf3f-6f71-4950-9118-3e7770355af2/ENCFF343UWR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF424AQG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BQU	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF618AQB/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF043SXN/, /files/ENCFF770XTV/	144134	ENCODE Processing Pipeline	c8499c4e9172e0165007043428942b25		https://www.encodeproject.org/files/ENCFF424AQG/@@download/ENCFF424AQG.bed.gz				released	s3://encode-public/2021/01/02/f4e379c2-468a-42f2-a059-088f63be4a3f/ENCFF424AQG.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF352KLD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQU	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF618AQB/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF043SXN/, /files/ENCFF770XTV/	152345	ENCODE Processing Pipeline	f2d8da4f96ee322d13e45f9719c226d2		https://www.encodeproject.org/files/ENCFF352KLD/@@download/ENCFF352KLD.bed.gz				released	s3://encode-public/2021/01/02/3373e1fe-1eab-491e-9a17-81fde99853ef/ENCFF352KLD.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF087VWX	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	GRCh38	ENCSR000BMJ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF419RSJ/, /files/ENCFF140VNN/	12735	ENCODE Processing Pipeline	4a4d2cc1b3a86636535051ef3b4f8242		https://www.encodeproject.org/files/ENCFF087VWX/@@download/ENCFF087VWX.bed.gz				released	s3://encode-public/2017/04/21/72e8dec0-f3f2-46e5-81f5-f921fda253aa/ENCFF087VWX.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF697OBV	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR000BMJ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF001TDO/, /files/ENCFF686BCT/	13736	ENCODE Processing Pipeline	ff1abe30b9a68e0b8ddf0332ba500d19		https://www.encodeproject.org/files/ENCFF697OBV/@@download/ENCFF697OBV.bed.gz				released	s3://encode-public/2017/04/21/ca63fed5-8cd7-4fd7-9a0d-905b1d691905/ENCFF697OBV.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF140VNN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMJ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF948LKH/, /files/ENCFF974QRX/	3710816	ENCODE Processing Pipeline	5ab701c94372952011adf68b75319d04		https://www.encodeproject.org/files/ENCFF140VNN/@@download/ENCFF140VNN.bed.gz				released	s3://encode-public/2017/04/21/d6908495-8a2d-4e43-8ab2-ad09d31dc30c/ENCFF140VNN.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF686BCT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BMJ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF356DXM/, /files/ENCFF638QOI/	3736105	ENCODE Processing Pipeline	db3d8e882754797b05f67bf1ef499923		https://www.encodeproject.org/files/ENCFF686BCT/@@download/ENCFF686BCT.bed.gz				released	s3://encode-public/2017/04/21/ecfe0a68-4e96-497d-87f3-473967f8402f/ENCFF686BCT.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF262EKX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMJ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF972ZXA/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	15500	ENCODE Processing Pipeline	de8c9ccce37c5196f185be38e3e30911		https://www.encodeproject.org/files/ENCFF262EKX/@@download/ENCFF262EKX.bed.gz				released	s3://encode-public/2020/12/28/a7b4e302-b44b-4200-a4ff-896e474550b8/ENCFF262EKX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF002CJI	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BIS	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document											172732	ENCODE Consortium Analysis Working Group	b61359273fea3d424d3f5c67bf8bde7c		https://www.encodeproject.org/files/ENCFF002CJI/@@download/ENCFF002CJI.bed.gz				archived	s3://encode-public/2014/06/06/51ae7c01-9f4d-4e6d-b7b7-9d4a3e1b7e72/ENCFF002CJI.narrowPeak.gz			mild to moderate bottlenecking, low read length, low read depth		
ENCFF765MSW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF948LKH/, /files/ENCFF789OGM/	4975211	ENCODE Processing Pipeline	36010b7f7ddc60df26e3a0f34136fa0d		https://www.encodeproject.org/files/ENCFF765MSW/@@download/ENCFF765MSW.bed.gz				released	s3://encode-public/2016/12/16/bd77c0e4-b4c3-4428-99c3-4df3412d6805/ENCFF765MSW.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF311YLU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF948LKH/, /files/ENCFF789OGM/, /files/ENCFF256XXT/	5216903	ENCODE Processing Pipeline	2faaca3e048ce70b4f622f1be6cf7fe5		https://www.encodeproject.org/files/ENCFF311YLU/@@download/ENCFF311YLU.bed.gz				released	s3://encode-public/2016/12/16/ea80f7b8-271f-450c-93c7-98035b36ea1f/ENCFF311YLU.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF597PUI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF948LKH/, /files/ENCFF256XXT/	3955836	ENCODE Processing Pipeline	f5359ecf2927156164bc5549583fc6bb		https://www.encodeproject.org/files/ENCFF597PUI/@@download/ENCFF597PUI.bed.gz				released	s3://encode-public/2016/12/16/c7d4a908-4cc0-42e4-b9c7-c8d62c8f54a0/ENCFF597PUI.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF905VZD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF765MSW/, /files/ENCFF419RSJ/, /files/ENCFF311YLU/, /files/ENCFF597PUI/	244137	ENCODE Processing Pipeline	9df45f832a076cb13dc3852def56f03c		https://www.encodeproject.org/files/ENCFF905VZD/@@download/ENCFF905VZD.bed.gz				released	s3://encode-public/2016/12/16/d302ba5a-b0c3-4415-8f45-c68fa57860bc/ENCFF905VZD.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF963KTA	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF765MSW/, /files/ENCFF419RSJ/, /files/ENCFF311YLU/, /files/ENCFF597PUI/	154436	ENCODE Processing Pipeline	9c22531b74ac063e151f3d96d41bbbbf		https://www.encodeproject.org/files/ENCFF963KTA/@@download/ENCFF963KTA.bed.gz				released	s3://encode-public/2016/12/16/19e87a79-6f8a-4761-80c1-44d5bdf215f9/ENCFF963KTA.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF490MZG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF356DXM/, /files/ENCFF655DGW/	4001821	ENCODE Processing Pipeline	5300bf223133f6471202a8af9c24f8eb		https://www.encodeproject.org/files/ENCFF490MZG/@@download/ENCFF490MZG.bed.gz				released	s3://encode-public/2017/12/08/a6e069b1-372e-486b-ae28-8ce9463ec64b/ENCFF490MZG.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF605LQA	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF356DXM/, /files/ENCFF036SLY/	5017529	ENCODE Processing Pipeline	4e064528d8926b37e685fb41aad4e760		https://www.encodeproject.org/files/ENCFF605LQA/@@download/ENCFF605LQA.bed.gz				released	s3://encode-public/2017/12/08/177af04b-2a2d-4c0d-bd29-bdb26929464b/ENCFF605LQA.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF347PIM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356DXM/, /files/ENCFF655DGW/, /files/ENCFF036SLY/	5289904	ENCODE Processing Pipeline	2f5d61f3ed078e03511f481b5e245408		https://www.encodeproject.org/files/ENCFF347PIM/@@download/ENCFF347PIM.bed.gz				released	s3://encode-public/2017/12/08/6496d24e-814d-4d4b-8b7d-c84adb91df5a/ENCFF347PIM.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF282KFJ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF347PIM/, /files/ENCFF001TDO/, /files/ENCFF605LQA/, /files/ENCFF490MZG/	158854	ENCODE Processing Pipeline	edecdae855fc53530db2301769962714		https://www.encodeproject.org/files/ENCFF282KFJ/@@download/ENCFF282KFJ.bed.gz				released	s3://encode-public/2017/12/08/a6630fc3-6361-4f6b-9eea-56caa7308a6e/ENCFF282KFJ.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF820OMK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF347PIM/, /files/ENCFF001TDO/, /files/ENCFF605LQA/, /files/ENCFF490MZG/	255908	ENCODE Processing Pipeline	23a7613b25af81f5dbf2037400bca991		https://www.encodeproject.org/files/ENCFF820OMK/@@download/ENCFF820OMK.bed.gz				released	s3://encode-public/2017/12/08/65af1305-996e-48cc-8d3c-a591afa061ba/ENCFF820OMK.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF535TQT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF595PNZ/, /files/ENCFF356LFX/, /files/ENCFF013JDO/	74214	ENCODE Processing Pipeline	86db2465e2b02cf2435f33b92d1ccf50		https://www.encodeproject.org/files/ENCFF535TQT/@@download/ENCFF535TQT.bed.gz				released	s3://encode-public/2020/12/27/2c830e5a-bbf7-4c93-b3c2-907c977c7ad3/ENCFF535TQT.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF006YSW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF595PNZ/, /files/ENCFF282WHB/, /files/ENCFF356LFX/	40162	ENCODE Processing Pipeline	931f74c28c9f7d89f65dccc3eb4f9934		https://www.encodeproject.org/files/ENCFF006YSW/@@download/ENCFF006YSW.bed.gz				released	s3://encode-public/2020/12/27/e7feb8bc-eb51-4682-8f82-beec2338f0ba/ENCFF006YSW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF294CZG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF282WHB/, /files/ENCFF356LFX/, /files/ENCFF013JDO/	146938	ENCODE Processing Pipeline	37fb83868b672da0920fa6b2515fe3df		https://www.encodeproject.org/files/ENCFF294CZG/@@download/ENCFF294CZG.bed.gz				released	s3://encode-public/2020/12/27/2cfbb5a1-6c4f-4e4c-9d60-38bb38eb8b57/ENCFF294CZG.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF432EYM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF282WHB/, /files/ENCFF356LFX/, /files/ENCFF013JDO/	245660	ENCODE Processing Pipeline	b7c70430fd7d48388c67a091d0f068fa		https://www.encodeproject.org/files/ENCFF432EYM/@@download/ENCFF432EYM.bed.gz				released	s3://encode-public/2020/12/27/41b3122b-fd5a-416a-86d2-465e9317353e/ENCFF432EYM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF002CIW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BNS	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										FOSL1-human	DNA						2011-07-18	ENCODE		see document											23367	ENCODE Consortium Analysis Working Group	87b3080e3d4809021de0b609dfd15d90		https://www.encodeproject.org/files/ENCFF002CIW/@@download/ENCFF002CIW.bed.gz				archived	s3://encode-public/2014/06/06/16b7938b-9ae0-44b1-8fb6-3394f197a497/ENCFF002CIW.narrowPeak.gz	Lab custom hg19	archived	mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	insufficient read depth	
ENCFF747HPV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BNS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										FOSL1-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF948LKH/, /files/ENCFF113JVG/	3547621	ENCODE Processing Pipeline	ab899ca04d8f09b69c7bddc371069dd4		https://www.encodeproject.org/files/ENCFF747HPV/@@download/ENCFF747HPV.bed.gz				released	s3://encode-public/2016/12/16/4fb053a4-4fe3-4942-9bb0-afb11835879a/ENCFF747HPV.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, moderate library complexity, low read depth	insufficient read depth	
